,text,label
1594,desak anies komunitas agama man your biggest untapped voter potential tuh orangorang takut 212 kejadian it would be good platform to show his commitment to protect pluralism in the country,Politik
1595,semangat persatuan mendukung kemenangan ganjar pranowo mahfud md pilpres 2024 ganjar mahfud rebound ganjar pranowo pilihan umat,Politik
1596,prabowo terlibat langsung dalam penculikan tidak pribadi mungkin komando terputus bertindak penculiknya kendali atasan beliau pengakuan beliau menyadarkan betapa naifnya,Politik
1597,menaikkan suasana investasi tingkatkan tumbuhnya ekonomi tujuan pbowogbran takterbendung hasilnya masyarakat merasakan disumatera02kokoh milihpakbowo milihmenang,Ekonomi
1598,mahasiswa sepakat anies baswedan calon presiden terbaik layak memimpin indonesia,Politik
1600,progam ganjar mahfud unggulan semoga ditangan ganjar nasib petaninelayandan buruh sejahtera merata,Demografi
1601,masyaallah semoga prabowo abadi calon presiden biar disenangi debat,Ideologi
1602,saja kelihatan sadisnya nyerang personal bilang tidak potongan diktator ato otoriter ngelirik prabowo nyerang masalah rekam jejak pelanggaran ham padahal mengusut pelanggaran ham selam 5 20142019,Politik
1603,durasi 024411 anies pribumi,Politik
1604,anies baswedan mengunjungi pasar tos 3000 lubuk baja kota batam berjanji memperbaiki tata niaga harga kebutuhan pokok terjangkau masyarakat anies deserve better,Politik
1605,menhan terkorup sejarah berdirinya indonesia,Pertahanan dan Keamanan
1606,ya ngapain ngorbanin peluang menang merubah label melekat sudah benar anies tinggal buktiin pakai kinerja kebijakan kebijakan kinerja image ilang,Pertahanan dan Keamanan
1607,nih sumbernya food estate gunung mas kalteng penanggung nya prabowo 02 kemhan langsung sama jokowi bro tiati misleading trsorgorgpercaya,Geografi
1608,sbelum debat kalau habis debat ya basie orang berfikir alasan ganjar mahfud hebat coblos3 3gm dulu jokowi sekarang ganjar ayahbowo adalahkita,Politik
1609,tidak afdol kalau nonton desak anies tidak bawa uchiwanya,Demografi
1610,anies tetapkan 14 februari 2024 perubahan indonesia vote 01 suaranya bandunglautanamin,Politik
1611,memilih pemimpin arsjad rasjid mengutamakan kepentingan rakyat arsjadrasjid pemilu2024 ketua tpn ganjar mahfud inklusifkolaboratif,Ideologi
1614,peresmian sumur bor cibadak menteri pertahanan prabowo subianto indonesia kuat indonesia maju diplomasi progresif 02 02 melanjutkan,Pertahanan dan Keamanan
1615,setuju sekali prabowo stop ekspor nikel,Politik
1616,menyerang mahfud prabowo gibran layak pemimpin ri curang,Politik
1617,petani jawa barat anies membawa perubahan arah,Sosial Budaya
1618,alasan anies terkesan hobi serang prabowo ketimbang ganjar debat calon presiden pengamat,Politik
1619,kinerjabukanomonomon hasilnya rakyat menilai survey elektabilitas paslon 02 menduduki puncak lembaga survei karena kinerja menhan prabowo memuaskan sehingga apresiasi rakyat,Politik
1620,kolaborasi penuh makna pasangan ganjar pranowo mahfud md perguruan bersatu hati wujudkan programprogram membawa perubahan positif ganjar mahfud rebound ganjar pranowo pilihan umat,Politik
1621,agenda politik prabowo gibran pekan fokus kampanye pulau jawa indonesia kuat indonesia maju diplomasi progresif 02 02 melanjutkan,Politik
1622,tkn 02 prabowo gibran barisan pasien kpk khofifah dana hibah airlangga ekspor sawit pltu zulhas tukar guling lahan hutan prabowo dugaan korupsi mirage gibran terlapor kpk dugaan kkn sampai tppu pemakzulanjokowibergema pemakzulanjokowibergema,Politik
1623,prabowo pengkajian sumber air manfaatnya kebutuhan rumah tangga dekade08 prabowo gibran,Sumber Daya Alam
1624,contoh surat suara 2 paslon anies kpu mainmain,Politik
1625,ganjar penyalahgunaan pelanggaran pemilu dibiarkan fair pemilu,Politik
1626,saya dengerin lagu kampanye bapak anies liriknya catchy sekali saya doi presiden kreatif,Politik
1627,penganiayaan relawan caprescawapres ganjar mahfud oknum tni boyolali alarm kampanye menjelang pemilihan 14 februari memanas rawan gesekan ikuti pembahasannya bedaheditorial kanal youtube metrotvnews alarm boyolali oknum tni pilpres2024 pemilu2024 editorialmalam,Pertahanan dan Keamanan
1628,thomas lembong cocaptain timnas aamiin menyebut paslon anies baswedan muhaimin iskandar menang pembela kelas kelas menengah kelas menengah tempoheadliner thomaslembong,Politik
1629,hasto prabowo gibran lancarkan politik uang pecah belah ganjar mahfud,Politik
1630,j2xcd ganjar pranowo mahfud md rakyat membentuk kemitraan kuat pemerintah masyarakat sipil ganjar mahfud rebound ganjar pranowo pilihan umat,Politik
1631,ganjar mahfud menciptakan atmosfer positif indonesia lanjutkan k3tua ganjar mahfud 2024 dulu jokowi sekarang ganjar coblos3,Politik
1632,prabowo sosok menggetarkan jawa barat semangatnya jabartetapuntuk02 berbuatbaik untukmasyarakat,Politik
1634,calon presiden calon presiden calon wakil presiden calon wakil presiden nomor urut 3 ganjar pranowo mahfud md menyerukan pesan persaudaraan kemanusiaan menghadiri perayaan natal konser lilin putih balai sarbini jakarta pusat rabu 0301 malam kunci kebersatuan toleransi keislaman keindonesiaan melahirkan toleransi akseptasi menerima bersatu mencapai tujuan mahfud agama golongan suku barangkali partai berdiri hadir bersaudara kemanusiaan ganjar pdiperjuangan ganjaruntuksemua ganjarpresiden menangkanganjar nomor3pilihanku ganjar mahfud 2024 ganjarsatset mahfudtastes,Sosial Budaya
1635,video pimpinan ddi mangkoso menangis haru netizen ramairamai doakan anies presiden,Politik
1636,mahfud md ganjar pranowo persembahkan dwi tunggal hidup relevan bersatu bangsa misibersama ganjar mahfud rebound ganjar pranowo pilihan umat,Politik
1637,semangat yokkk mendukung ganjar pranowo m3nang ganjarsikatkorupsi lanjutgansemuamurah lanjutgansemuakerja mahfud hebat l3bihbaik mahfudlebihbaik3 ganjar mahfud 2024 buruh kelas,Politik
1638,ganjar mahfud memiliki visi positif mengatasi tantangan kepolisian merangkul perubahan kemajuan ganjar mahfud menang debat ganjar mahfud 2024 coblos3,Politik
1639,harapanku sih ya perwakilan kelompok lgbt menyuarakan isu dehumanizing kelompoknya desak anies tidak live tiktoknya biar orang paham arah pandangnya mirip pas aktivis agraria tanya langsung gubernur tidak kesorot,Sosial Budaya
1640,tim nasional aniesmuhaimin aamiin enam program konkret kesejahteraan guru tenaga kependidikan indonesia aamiin memandang kesejahteraan guru langkah menciptakan generasi indonesia cerdas kreatif kompetitif anies muhaimin percaya guru mengajar menginspirasi memotivasi peserta didik enam program konkret pasangan aamiin menyejahterakan guru tenaga kependidikan mempercepat kenaikan status guru honorer pppk program bertujuan mengakomodasi guru honorer sistem pendidikan formal status stabil pengakuan asn pppk langkah diharapkan keamanan kerja hakhak guru honorer beasiswa guru anak guru dana abadi guru program dana abadi guru dirancang membantu guru meningkatkan kualifikasi kompetensi kesempatan pendidikan anakanak guru ketiga mempercepat proses sertifikasi 16 juta guru aparatur sipil negara asn swasta sertifikasi guru langkah meningkatkan standar kualitas pengajaran profesionalisme bidang pendidikan keempat insentif guru madrasah guru bertugas daerah tertinggal terdepan terluar inisiatif bertujuan memotivasi guru lingkungan menantang penghargaan dedikasi bonus pensiun rp10 juta guru asn bentuk penghargaan apresiasi guru asn jasa kontribusi diharapkan manfaat tambahan signifikan guru memasuki pensiun keenam perlindungan hukum guru program bertujuan perlindungan hukum guru menjamin keamanan menjalankan tugas mengajar aminpeduliguru,Sosial Budaya
1641,nining prabowo hatinya pilihan pemilihan presiden indonesiasentris indonesiahijau 02 melanjutkan anak muda indonesia emas prabowo subianto,Demografi
1642,bangga dukung penguasa jokowi netral ya ampun bongkar boroknya jokowi terangterangan mendukung prabowo gibran,Politik
1643,berdarah petani bumi indonesia perampasan tanah penyingkiran hak masyarakat adat,Sosial Budaya
1644,nonton paslon audiensi dengan kadin mantan gubernur ganjar anies rinci isuisu praksis disodorkan prabowo maaf jujur tidak layak presiden ratusan juta rakyat indonesia tidak tumbal pemimpin dagelan,Politik
1645,salah wakil ketua dpd golkar provinsi mantab berjuang kemenangan ganjar mahfud,Politik
1647,tuduhan lemecsh belah prabowo muli faktanya sebalik nya lawan2 nya menghalalkan mengadu domba,Sosial Budaya
1648,prabowo patahkan klaim ganjar penerus jokowi,Politik
1649,bapak anies memang kandidat setuju sekali katakata jika,Politik
1650,ganjar pranowo mahfud md komitmen menciptakan kepastian hukum pencegahan pemberantasan berjalan optimalisasi ganjar mahfud rebound ganjar pranowo pilihan umat teman alam ganjar atikoh ibu negara apri1901,Politik
1651,bungul 03 myuruh buka anggaran perthahanan alutista tni indonesia bunuh rahasia negara buka kemampuan kekuatan keamanan ketahui negara lahin nkri kalau prabowo los p,Pertahanan dan Keamanan
1652,relawan ganjar mahfud md dipukuli gegara knalpot brong boyolali wrga dukung tni,Politik
1653,sosok hebat prabowo berhasil menyelamatkan bu wilfrida hukuman mati hebat prabowoselamatkanwilfrida,Politik
1654,dibayar membayar suruh pilih anies,Politik
1655,dukung calon presiden calon wakil presiden ganjar pranowo mahfud md adil seru bareng ganjar mahfud rebound ganjar pranowo pilihan umat,Politik
1656,dukung visi misi ganjar pranowo jnkganjar2024 ganjar mahfud rebound,Politik
1657,prabowo klaim ri impor bbm syaratnya cnbc indonesia menangseputaran,Politik
1658,kemenangan putaran prabowo gibran membawa harapan kemajuan bangsa jelassama02 dukungantulus untuk02,Politik
1660,viral prihatin kelangkaan pupuk indonesia pengusaha pendukung anies sumbangkan 500 ton pupuk wilayah jawa timur,Sumber Daya Alam
1662,keputusan ganjar pranowo langkah cerdas indonesia rentan serangan siber ganjar mahfud menang debat ganjar mahfud 2024 coblos3,Pertahanan dan Keamanan
1663,calon presiden calon wakil presiden ganjar pranowo mahfud md mengajak masyarakat garda terdepan menjaga konstitusi aturan dasar negara ganjar pranowo pilihan umat,Ideologi
1664,prabowo buktikan parameter menteri berkinerja memuaskan kinerjabukanomonomon,Politik
1665,penentu pks gentar korporasi penyumbang 13 ekonomi ri dukung prabowo gibran,Politik
1666,original aeon caramel macchiato asalbukan02 prabowo gibran becak uzbekistan doa keselamatan bangsa ganjar mahfud gaji pns kiriman dita pondok ranji,Politik
1667,mendengar jadi bener-bener tidak pakai intelektualnya nyerang gimana lawan benci padahal gelarnya negeri phdseharusnya debat berisi kalah nafsu birahishame on you nies,Politik
1668,prinsip pengabdian masyarakat ganjar dalam menjaga indonesia aman kerusakan sosial kalau presiden memimpin indonesia debatcapres ganjar mahfud 2024 ganjar mahfud menang debat gppmd,Politik
1670,sosialisasi program prabowo gibran relawan emakemak makan siang gratis detiknews indonesia kuat indonesia maju diplomasi progresif 02 02 melanjutkan,Politik
1672,aamiin insyaa allah menang aamiin berhasil merebut suara prabowo 2019 basis jokowi efek muhaimin,Politik
1673,ray rangkuti mengomentari survey survey abal2 kelurahan geger survei qodari dkk 48 lho ganjar mahfud 362 prabowo gibran 333 aniesmuhaimin 261 oke gass ganjar mahfud 2024,Politik
1674,mimpi kenyataan program calon presiden ganjar pranowo calon wakil presiden mahfud md alokasikan 35 kredit perbankan koperasi umkm kuatganjarmahfudrebound ganjar pranowo pilihan umat,Ekonomi
1675,dukungan batas warga jabar kekuatan utama perjalanan prabowo jabartetapuntuk02 berbuatbaik untukmasyarakat,Politik
1676,calon presiden ri no urut 3 ganjar pranowo konstitusi aturan dasar negara dihormati warga ganjar pranowo pilihan umat,Ideologi
1677,debat ajang adu gagasan wawasan pemilih ganjar nampak slow jawabannya detail substantif bismillahirrahmanirrahim ganjar mahfud 2024 coblosnomor3,Politik
1678,allahu akbar anies presiden indonesia 2024 rindu pemimpin cerdas agamis santri toleran santun karya nya akui internasional no1 aamiin,Ideologi
1679,ganjar mahfud memiliki visi kemajuan ekonomi cepat distribusi adil merata lapisan masyarakat,Ekonomi
1681,elektabilitas prabowo gibran meningkat menandakan popularitas berkembang kosong dua satu putaran rakyatsenang 02menang,Politik
1683,menteri pertahanan prabowo mengirimkan kapal rumah indonesia kuat indonesia maju diplomasi progresif 02 02 melanjutkan,Pertahanan dan Keamanan
1684,mari bersatu memilih ganjar pranowo mahfud md ganjar mahfud rebound ganjar pranowo pilihan umat,Politik
1685,calon presiden ganjar pranowo komitmen melindungi konstitusi aturan dasar negara kitajnk ganjar mahfud rebound ganjar pranowo pilihan umat,Ideologi
1686,yulia_ns79 orang abu2 hitam putihsat set ganjar ganjar mahfud hebat coblos3 3gm dulu jokowi sekarang ganjar ayahbowo adalahkita,Politik
1687,catatan pendukung prabowo anies gurbernur lanjutan vidio kolom komentar,Ekonomi
1688,kampung tangguh digalakkan calon presiden anies membuktikan kolabora,Sosial Budaya
1689,paslon 03 calon presiden ganjar pranowo solusi cerdas pertanian indonesia kuota pupuk diperluas hasil panen berkualitas ganjar mahfud rebound ganjar pranowo pilihan umat,Ekonomi
1692,prabowo sosok pandai menata retorika aksi nyata harus untuk menyelamatkan warga tinggal pesisir ancaman tenggelam omon omon tidak permalasahan diatasi prabowo diam sudah menugaskan universitas pertahanan untuk konsep pembangunan giant sea wall rumah terapung persatuannasional prabowo peduli warga pesisir,Politik
1693,cermin kebenaran ganjar tegaskan bansos takkan lenyap ktp sakti bukti komitmen keadilan ganjar mahfud rebound ganjar pranowo pilihan umat,Politik
1694,deh kalau kepilih ganjar pranowo indonesia sistem pendidikan adil 2024 jokowi diganti ganjar ganjar mahfud rebound ganjar pranowo pilihan umat,Politik
1695,acara keluarga coba mancing gimana prabowo sepupu pemilu fans berat prabowo langsung kontan gila saya sekali dukung orang mirip begitu ruangan pecah tertawa,Politik
1696,program prabowo bilang bodoh orang indonesia asia terbiasa konsumsi susu mayoritas alergi susu kamu ngeracunin anak indonesia wo program gu,Sosial Budaya
1698,debat calon presiden tanggal 7 kemarin kaya kedatangan tamu masak 2 orang anies ambisi menjatuhkan lawan politik nya semoga rakyat menilai fokus bangsa modal janji palsu 4niesomonpalsu,Politik
1699,calon presiden ganjar pranowo teguh mempertahankan integritas menolak praktik korupsi ganjar mahfud rebound ganjar pranowo pilihan umat,Politik
1700,dunia manapun adab pertemuan indah mesut ozil gubernur anies baswedan lihat percakapan singkat terharu gimana teman2 terharu paslon 02 wajib didiskualifikasi paslon 02 wajib didiskualifikasi,Politik
1701,anies cyber security masuk sektor pertahanan poin bagus anies kalangan militer luas pertahanan siber ancaman nyata tni serius membentuk satsiber menyinggung kenaikan anggaran pertahanan bagus menyadari counter cawapresnya,Pertahanan dan Keamanan
1702,revitalisasi pasar anies baswedan berjanji sentuhan modern kehilangan esensi budaya lokal kental,Sosial Budaya
1703,ketua dewan pengarah tim kampanye nasional tkn prabowo gibran airlangga hartarto calon presiden prabowo subianto menguasai debat calon presiden digelar minggu 7 januari 2024 pasalnya tema debat pilpres ketiga pertahanan keamanan hubungan internasional geopolitik berkaitan tugas prabowo menteri pertahanan debatcapres2024 debatpilpres2024 debat prabowo gibran aniesbaswedan prabowo gibran ganjar mahfud ganjar mahfud prabowo,Politik
1704,prabowo pemimpin menutup mata permasalahan dihadapi rakyatnya 02untukmelanjutkan buktinyata tiadahenti,Politik
1705,ya calon wapres menutup tempat wisata karena beda agama ngeri sekali sih anies deserve better videotron gubernur dki rakyatmau yangmenang,Politik
1706,prestasi prabowo tidak kalengkaleng lho rek apresiasi sdm berprestasi dukung penuh produksi mobil dewe iku sih banggain begitu tegaklurusbersamajokowi allinprabowogibran,Politik
1707,partisipasi aktif pilpres membentuk arah bangsa mari pilih bijak pilih calon presiden calon wakil presiden ganjar pranowo mahfud md ganjar mahfud rebound ganjar pranowo pilihan umat,Politik
